Cont. No,Deal Date ,Date,Counterpart,Curr,Amount,Price,Type,Settlement Date, Curr,,Brokg. ,Trader Type,Maturity- Days,Maturity Months
 210426005,26/04/2021,Apr,INDUSIND BANK-MUMBAI,USD,50000000 ,75.07250 ,LONG SWAP,28/05/2021,INR,Y,"25,000.00 ",Seller,32.00,1
 210426006,26/04/2021,Apr,HDFC BANK LTD.-MUMBAI,USD,50000000 ,75.40000 ,LONG SWAP,30/06/2021,INR,Y,"18,750.00 ",Seller,65.00,2
 210426007,26/04/2021,Apr,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,20000000 ,75.10500 ,,28/05/2021,INR,N,<Default Format>,Seller,32.00,1
 210426008,26/04/2021,Apr,HDFC BANK LTD.-MUMBAI,USD,20000000 ,75.43800 ,LONG SWAP,30/06/2021,INR,N,"7,500.00 ",Seller,65.00,2
 210426009,26/04/2021,Apr,CREDIT SUISSE AG-MUMBAI,USD,50000000 ,74.72500 ,SHORT SWAP,27/04/2021,INR,N,"5,000.00 ",Seller,1.00,0
 210426010,26/04/2021,Apr,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,50000000 ,74.73700 ,,28/04/2021,INR,N,<Default Format>,Seller,2.00,0
 210426011,26/04/2021,Apr,JPMORGAN CHASE BANKN.A-MUMBAI,USD,47000000 ,74.73500 ,LONG SWAP,28/04/2021,INR,Y,"19,975.00 ",Seller,2.00,0
 210426012,26/04/2021,Apr,CANARA BANK-MUMBAI,USD,47000000 ,78.28250 ,LONG SWAP,28/04/2022,INR,Y,"14,100.00 ",Seller,367.00,12
 210427001,27/04/2021,Apr,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,25000000 ,74.61000 ,,30/04/2021,INR,N,<Default Format>,Seller,3.00,0
 210427002,27/04/2021,Apr,STANDARD CHARTERED BANK-MUMBAI,USD,25000000 ,74.92300 ,LONG SWAP,28/05/2021,INR,N,"12,500.00 ",Seller,31.00,1
 210427003,27/04/2021,Apr,CREDIT SUISSE AG-MUMBAI,USD,50000000 ,74.54000 ,SHORT SWAP,28/04/2021,INR,N,"5,000.00 ",Seller,1.00,0
 210427004,27/04/2021,Apr,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,50000000 ,74.55150 ,,29/04/2021,INR,N,<Default Format>,Seller,2.00,0
 210427005,27/04/2021,Apr,CREDIT SUISSE AG-MUMBAI,USD,25000000 ,74.54000 ,SHORT SWAP,28/04/2021,INR,Y,"2,500.00 ",Seller,1.00,0
 210427006,27/04/2021,Apr,INDUSIND BANK-MUMBAI,USD,25000000 ,74.55150 ,SHORT SWAP,29/04/2021,INR,Y,"2,500.00 ",Seller,2.00,0
 210427007,27/04/2021,Apr,CREDIT SUISSE AG-MUMBAI,USD,25000000 ,74.54000 ,SHORT SWAP,28/04/2021,INR,Y,"2,500.00 ",Seller,1.00,0
 210427008,27/04/2021,Apr,INDUSIND BANK-MUMBAI,USD,25000000 ,74.55150 ,SHORT SWAP,29/04/2021,INR,Y,"2,500.00 ",Seller,2.00,0
 210427009,27/04/2021,Apr,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,10000000 ,74.61500 ,,29/04/2021,INR,N,<Default Format>,Seller,2.00,0
 210427010,27/04/2021,Apr,CENTRAL BANK OF INDIA-MUMBAI,USD,10000000 ,74.93700 ,LONG SWAP,28/05/2021,INR,N,"4,500.00 ",Seller,31.00,1
 210427011,27/04/2021,Apr,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,100000000 ,74.61500 ,,29/04/2021,INR,N,<Default Format>,Seller,2.00,0
 210427012,27/04/2021,Apr,STATE BANK OF INDIA-MUMBAI,USD,100000000 ,74.93750 ,LONG SWAP,28/05/2021,INR,N,"45,000.00 ",Seller,31.00,1
 210427013,27/04/2021,Apr,STANDARD CHARTERED BANK-MUMBAI,USD,100000000 ,74.60000 ,LONG SWAP,29/04/2021,INR,Y,"50,000.00 ",Seller,2.00,0
 210427014,27/04/2021,Apr,STATE BANK OF INDIA-MUMBAI,USD,100000000 ,74.92250 ,LONG SWAP,28/05/2021,INR,Y,"45,000.00 ",Seller,31.00,1
 210427015,27/04/2021,Apr,STANDARD CHARTERED BANK-MUMBAI,USD,100000000 ,74.60000 ,LONG SWAP,29/04/2021,INR,Y,"50,000.00 ",Seller,2.00,0
 210427016,27/04/2021,Apr,STATE BANK OF INDIA-MUMBAI,USD,100000000 ,74.92250 ,LONG SWAP,28/05/2021,INR,Y,"45,000.00 ",Seller,31.00,1
 210427017,27/04/2021,Apr,STANDARD CHARTERED BANK-MUMBAI,USD,80000000 ,74.60000 ,LONG SWAP,29/04/2021,INR,Y,"40,000.00 ",Seller,2.00,0
 210427018,27/04/2021,Apr,STATE BANK OF INDIA-MUMBAI,USD,80000000 ,74.92250 ,LONG SWAP,28/05/2021,INR,Y,"36,000.00 ",Seller,31.00,1
 210427019,27/04/2021,Apr,SUMITOMO MITSUI BANKING COPRORATION-NEW DELHI,USD,20000000 ,74.60000 ,LONG SWAP,29/04/2021,INR,Y,"9,000.00 ",Seller,2.00,0
 210427020,27/04/2021,Apr,STATE BANK OF INDIA-MUMBAI,USD,20000000 ,74.92250 ,LONG SWAP,28/05/2021,INR,Y,"9,000.00 ",Seller,31.00,1
 210427021,27/04/2021,Apr,BANK OF AMERICA-MUMBAI,USD,100000000 ,74.60000 ,LONG SWAP,29/04/2021,INR,Y,"50,000.00 ",Seller,2.00,0
 210427022,27/04/2021,Apr,STATE BANK OF INDIA-MUMBAI,USD,100000000 ,74.92250 ,LONG SWAP,28/05/2021,INR,Y,"45,000.00 ",Seller,31.00,1
 210427023,27/04/2021,Apr,BANK OF AMERICA-MUMBAI,USD,40000000 ,74.60000 ,LONG SWAP,29/04/2021,INR,Y,"20,000.00 ",Seller,2.00,0
 210427024,27/04/2021,Apr,STATE BANK OF INDIA-MUMBAI,USD,40000000 ,74.92250 ,LONG SWAP,28/05/2021,INR,Y,"18,000.00 ",Seller,31.00,1
 210427025,27/04/2021,Apr,BARCLAYS BANK-MUMBAI,USD,100000000 ,74.60500 ,,29/04/2021,INR,N,<Default Format>,Seller,2.00,0
 210427026,27/04/2021,Apr,STATE BANK OF INDIA-MUMBAI,USD,100000000 ,74.92750 ,LONG SWAP,28/05/2021,INR,N,"45,000.00 ",Seller,31.00,1
 210428001,28/04/2021,Apr,CREDIT SUISSE AG-MUMBAI,USD,50000000 ,74.42000 ,SHORT SWAP,28/04/2021,INR,Y,"5,000.00 ",Seller,0.00,0
 210428002,28/04/2021,Apr,INDUSIND BANK-MUMBAI,USD,50000000 ,74.43200 ,SHORT SWAP,29/04/2021,INR,Y,"5,000.00 ",Seller,1.00,0
 210428003,28/04/2021,Apr,BANK OF AMERICA-MUMBAI,USD,20000000 ,74.45000 ,LONG SWAP,30/04/2021,INR,Y,"10,000.00 ",Seller,2.00,0
 210428004,28/04/2021,Apr,UNION BANK OF INDIA-MUMBAI,USD,20000000 ,74.76600 ,LONG SWAP,28/05/2021,INR,Y,"5,000.00 ",Seller,30.00,1
 210428005,28/04/2021,Apr,CREDIT SUISSE AG-MUMBAI,USD,89000000 ,74.44500 ,SHORT SWAP,28/04/2021,INR,Y,"8,900.00 ",Seller,0.00,0
 210428006,28/04/2021,Apr,BANK OF INDIA-MUMBAI,USD,89000000 ,74.45750 ,SHORT SWAP,29/04/2021,INR,Y,"6,675.00 ",Seller,1.00,0
 210428007,28/04/2021,Apr,PUNJAB NATIONAL BANK-MUMBAI,USD,20000000 ,74.45500 ,LONG SWAP,30/04/2021,INR,Y,"6,000.00 ",Seller,2.00,0
 210428008,28/04/2021,Apr,STATE BANK OF INDIA-MUMBAI,USD,20000000 ,75.40500 ,LONG SWAP,30/07/2021,INR,Y,"9,000.00 ",Seller,93.00,3
 210428009,28/04/2021,Apr,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,100000000 ,74.36000 ,,30/04/2021,INR,N,<Default Format>,Seller,2.00,0
 210428010,28/04/2021,Apr,STATE BANK OF INDIA-MUMBAI,USD,100000000 ,74.67600 ,LONG SWAP,28/05/2021,INR,N,"45,000.00 ",Seller,30.00,1
 210428011,28/04/2021,Apr,INDUSIND BANK-MUMBAI,USD,10000000 ,74.35500 ,LONG SWAP,30/04/2021,INR,Y,"5,000.00 ",Seller,2.00,0
 210428012,28/04/2021,Apr,STATE BANK OF INDIA-MUMBAI,USD,10000000 ,77.05000 ,LONG SWAP,31/01/2022,INR,Y,"4,500.00 ",Seller,278.00,9
 210429001,29/04/2021,Apr,STANDARD CHARTERED BANK-MUMBAI,USD,60000000 ,74.07500 ,LONG SWAP,03/05/2021,INR,Y,"30,000.00 ",Seller,4.00,0
 210429002,29/04/2021,Apr,STATE BANK OF INDIA-MUMBAI,USD,60000000 ,74.41850 ,LONG SWAP,03/06/2021,INR,Y,"27,000.00 ",Seller,35.00,1
 210429003,29/04/2021,Apr,STATE BANK OF INDIA-MUMBAI,USD,60000000 ,74.07000 ,LONG SWAP,03/05/2021,INR,N,"27,000.00 ",Seller,4.00,0
 210429004,29/04/2021,Apr,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,60000000 ,74.67600 ,,30/06/2021,INR,N,<Default Format>,Seller,62.00,2
 210429005,29/04/2021,Apr,STATE BANK OF INDIA-MUMBAI,USD,40000000 ,74.07000 ,LONG SWAP,03/05/2021,INR,N,"18,000.00 ",Seller,4.00,0
 210429006,29/04/2021,Apr,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,40000000 ,74.67750 ,,30/06/2021,INR,N,<Default Format>,Seller,62.00,2
 210429007,29/04/2021,Apr,HONGKONG & SHANGHAI BANKING CORPORATION-MUMBAI,USD,35000000 ,74.06500 ,,30/04/2021,INR,N,<Default Format>,Seller,1.00,0
 210429008,29/04/2021,Apr,STANDARD CHARTERED BANK-MUMBAI,USD,35000000 ,76.46750 ,LONG SWAP,31/12/2021,INR,N,"17,500.00 ",Seller,246.00,8
 210429009,29/04/2021,Apr,SUMITOMO MITSUI BANKING COPRORATION-NEW DELHI,USD,15000000 ,74.06000 ,LONG SWAP,03/05/2021,INR,N,"6,750.00 ",Seller,4.00,0
 210429010,29/04/2021,Apr,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,15000000 ,74.66000 ,,30/06/2021,INR,N,<Default Format>,Seller,62.00,2
 210429011,29/04/2021,Apr,HONGKONG & SHANGHAI BANKING CORPORATION-MUMBAI,USD,50000000 ,74.04000 ,,03/05/2021,INR,N,<Default Format>,Seller,4.00,0
 210429012,29/04/2021,Apr,STATE BANK OF INDIA-MUMBAI,USD,50000000 ,74.64000 ,LONG SWAP,30/06/2021,INR,N,"22,500.00 ",Seller,62.00,2
 210429013,29/04/2021,Apr,HDFC BANK LTD.-MUMBAI,USD,25000000 ,74.04000 ,LONG SWAP,03/05/2021,INR,Y,"9,375.00 ",Seller,4.00,0
 210429014,29/04/2021,Apr,STATE BANK OF INDIA-MUMBAI,USD,25000000 ,74.64000 ,LONG SWAP,30/06/2021,INR,Y,"11,250.00 ",Seller,62.00,2
 210429015,29/04/2021,Apr,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,25000000 ,74.03500 ,,03/05/2021,INR,N,<Default Format>,Seller,4.00,0
 210429016,29/04/2021,Apr,STATE BANK OF INDIA-MUMBAI,USD,25000000 ,74.63500 ,LONG SWAP,30/06/2021,INR,N,"11,250.00 ",Seller,62.00,2
 210429017,29/04/2021,Apr,CREDIT SUISSE AG-MUMBAI,USD,100000000 ,73.97000 ,SHORT SWAP,30/04/2021,INR,Y,"10,000.00 ",Seller,1.00,0
 210429018,29/04/2021,Apr,UNION BANK OF INDIA-MUMBAI,USD,100000000 ,74.02000 ,SHORT SWAP,03/05/2021,INR,Y,"5,000.00 ",Seller,4.00,0
 210429019,29/04/2021,Apr,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,10000000 ,74.08000 ,,03/05/2021,INR,N,<Default Format>,Seller,4.00,0
 210429020,29/04/2021,Apr,INDIAN BANK-MUMBAI,USD,10000000 ,75.89500 ,LONG SWAP,03/11/2021,INR,N,"4,000.00 ",Seller,188.00,6
 210429021,29/04/2021,Apr,INDIAN BANK-MUMBAI,USD,10000000 ,74.02000 ,LONG SWAP,03/05/2021,INR,Y,"4,000.00 ",Seller,4.00,0
 210429022,29/04/2021,Apr,INDIAN BANK-MUMBAI,USD,10000000 ,74.04000 ,LONG SWAP,03/05/2021,INR,Y,"4,000.00 ",Seller,4.00,0
 210429023,29/04/2021,Apr,RBL BANK LIMITED-MUMBAI,USD,10000000 ,74.02500 ,LONG SWAP,03/05/2021,INR,N,"4,750.00 ",Seller,4.00,0
 210429024,29/04/2021,Apr,INDIAN BANK-MUMBAI,USD,10000000 ,76.93100 ,,28/02/2022,INR,N,<Default Format>,Seller,305.00,10
 210429025,29/04/2021,Apr,RBL BANK LIMITED-MUMBAI,USD,10000000 ,76.93000 ,LONG SWAP,28/02/2022,INR,Y,"4,750.00 ",Seller,305.00,10
 210429026,29/04/2021,Apr,STATE BANK OF INDIA-MUMBAI,USD,10000000 ,77.24000 ,LONG SWAP,31/03/2022,INR,Y,"4,500.00 ",Seller,336.00,11
 210430001,30/04/2021,Apr,DBS BANK INDIA LIMITED-MUMBAI,USD,25000000 ,74.04000 ,LONG SWAP,04/05/2021,INR,N,"12,500.00 ",Seller,4.00,0
 210430002,30/04/2021,Apr,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,25000000 ,74.34500 ,,28/05/2021,INR,N,<Default Format>,Seller,28.00,1
 210430003,30/04/2021,Apr,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,15000000 ,74.08000 ,,04/05/2021,INR,N,<Default Format>,Seller,4.00,0
 210430004,30/04/2021,Apr,BANK OF BARODA-MUMBAI,USD,15000000 ,74.37500 ,LONG SWAP,28/05/2021,INR,N,"5,625.00 ",Seller,28.00,1
 210430005,30/04/2021,Apr,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,10000000 ,74.06000 ,,04/05/2021,INR,N,<Default Format>,Seller,4.00,0
 210430006,30/04/2021,Apr,BANK OF BARODA-MUMBAI,USD,10000000 ,74.35900 ,LONG SWAP,28/05/2021,INR,N,"3,750.00 ",Seller,28.00,1
 210430007,30/04/2021,Apr,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,10000000 ,74.06400 ,,04/05/2021,INR,N,<Default Format>,Seller,4.00,0
 210430008,30/04/2021,Apr,STANDARD CHARTERED BANK-MUMBAI,USD,10000000 ,74.07400 ,LONG SWAP,04/05/2021,INR,N,"5,000.00 ",Seller,4.00,0
 210430009,30/04/2021,Apr,INDIAN BANK-MUMBAI,USD,10000000 ,74.36500 ,LONG SWAP,28/05/2021,INR,Y,"4,000.00 ",Seller,28.00,1
 210430010,30/04/2021,Apr,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,10000000 ,74.37050 ,,28/05/2021,INR,N,<Default Format>,Seller,28.00,1
 210430011,30/04/2021,Apr,INDIAN BANK-MUMBAI,USD,10000000 ,74.76000 ,LONG SWAP,06/07/2021,INR,N,"4,000.00 ",Seller,67.00,2
 210430012,30/04/2021,Apr,STANDARD CHARTERED BANK-MUMBAI,USD,15000000 ,74.07000 ,LONG SWAP,04/05/2021,INR,N,"7,500.00 ",Seller,4.00,0
 210430013,30/04/2021,Apr,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,15000000 ,74.36650 ,,28/05/2021,INR,N,<Default Format>,Seller,28.00,1
 210430014,30/04/2021,Apr,INDIAN BANK-MUMBAI,USD,10000000 ,74.08000 ,LONG SWAP,04/05/2021,INR,N,"4,000.00 ",Seller,4.00,0
 210430015,30/04/2021,Apr,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,10000000 ,74.11000 ,,04/05/2021,INR,N,<Default Format>,Seller,4.00,0
 210503001,03/05/2021,May,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,20000000 ,74.17000 ,,03/05/2021,INR,N,<Default Format>,Seller,0.00,0
 210503002,03/05/2021,May,INDIAN BANK-MUMBAI,USD,20000000 ,74.20500 ,SHORT SWAP,04/05/2021,INR,N,"3,000.00 ",Seller,1.00,0
 210503003,03/05/2021,May,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,5000000 ,74.17000 ,,03/05/2021,INR,N,<Default Format>,Seller,0.00,0
 210503004,03/05/2021,May,INDIAN BANK-MUMBAI,USD,5000000 ,74.20500 ,SHORT SWAP,04/05/2021,INR,N,750.00 ,Seller,1.00,0
 210503005,03/05/2021,May,INDIAN BANK-MUMBAI,USD,10000000 ,74.12000 ,,05/05/2021,INR,N,<Default Format>,Seller,2.00,0
 210503006,03/05/2021,May,YES BANK LIMITED-MUMBAI,USD,10000000 ,74.12500 ,OUTRIGHT,05/05/2021,INR,Y,"10,000.00 ",Seller,2.00,0
 210503007,03/05/2021,May,INDIAN BANK-MUMBAI,USD,10000000 ,74.77500 ,LONG SWAP,28/06/2021,INR,Y,"4,000.00 ",Seller,56.00,2
 210503008,03/05/2021,May,SOUTH INDIAN BANK-MUMBAI,USD,10000000 ,76.06700 ,LONG SWAP,03/11/2021,INR,N,"6,250.00 ",Seller,184.00,6
 210503009,03/05/2021,May,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,5000000 ,74.11000 ,,05/05/2021,INR,N,<Default Format>,Seller,2.00,0
 210503010,03/05/2021,May,CENTRAL BANK OF INDIA-MUMBAI,USD,5000000 ,75.54000 ,LONG SWAP,31/08/2021,INR,N,"2,250.00 ",Seller,120.00,4
 210504001,04/05/2021,May,AXIS BANK LTD.-MUMBAI,USD,50000000 ,73.75000 ,SHORT SWAP,05/05/2021,INR,N,"3,750.00 ",Seller,1.00,0
 210504002,04/05/2021,May,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,50000000 ,73.78150 ,,06/05/2021,INR,N,<Default Format>,Seller,2.00,0
 210505001,05/05/2021,May,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,20000000 ,73.82000 ,,05/05/2021,INR,N,<Default Format>,Seller,0.00,0
 210505002,05/05/2021,May,INDUSIND BANK-MUMBAI,USD,20000000 ,73.83750 ,SHORT SWAP,06/05/2021,INR,N,"2,000.00 ",Seller,1.00,0
 210505003,05/05/2021,May,ICICI BANK LIMITED.-MUMBAI,USD,20000000 ,73.93500 ,,07/05/2021,INR,N,<Default Format>,Seller,2.00,0
 210505004,05/05/2021,May,STANDARD CHARTERED BANK-MUMBAI,USD,20000000 ,74.61500 ,LONG SWAP,30/06/2021,INR,N,"10,000.00 ",Seller,56.00,2
 210505005,05/05/2021,May,ICICI BANK LIMITED.-MUMBAI,USD,50000000 ,73.98000 ,,07/05/2021,INR,N,<Default Format>,Seller,2.00,0
 210505006,05/05/2021,May,BANK OF INDIA-MUMBAI,USD,50000000 ,75.06500 ,LONG SWAP,09/08/2021,INR,N,"22,500.00 ",Seller,96.00,3
 210505007,05/05/2021,May,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,2000000 ,73.95500 ,,07/05/2021,INR,N,<Default Format>,Seller,2.00,0
 210505008,05/05/2021,May,FEDERAL BANK-MUMBAI,USD,2000000 ,75.53000 ,LONG SWAP,30/09/2021,INR,N,"1,250.00 ",Seller,148.00,5
 210505009,05/05/2021,May,BANK OF AMERICA-MUMBAI,USD,50000000 ,74.16000 ,LONG SWAP,28/05/2021,INR,N,"25,000.00 ",Seller,23.00,1
 210505010,05/05/2021,May,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,50000000 ,74.52000 ,,30/06/2021,INR,N,<Default Format>,Seller,56.00,2
 210506001,06/05/2021,May,CREDIT SUISSE AG-MUMBAI,USD,100000000 ,73.90000 ,SHORT SWAP,06/05/2021,INR,Y,"10,000.00 ",Seller,0.00,0
 210506002,06/05/2021,May,IDFC FIRST BANK LIMITED-MUMBAI,USD,100000000 ,73.91060 ,SHORT SWAP,07/05/2021,INR,Y,"10,000.00 ",Seller,1.00,0
 210506003,06/05/2021,May,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,10000000 ,73.95750 ,,07/05/2021,INR,N,<Default Format>,Seller,1.00,0
 210506004,06/05/2021,May,INDUSIND BANK-MUMBAI,USD,10000000 ,73.95000 ,LONG SWAP,10/05/2021,INR,Y,"5,000.00 ",Seller,4.00,0
 210506005,06/05/2021,May,CREDIT SUISSE AG-MUMBAI,USD,10000000 ,73.98750 ,OUTRIGHT,10/05/2021,INR,N,"9,000.00 ",Seller,4.00,0
 210506006,06/05/2021,May,INDIAN BANK-MUMBAI,USD,10000000 ,74.50750 ,LONG SWAP,29/06/2021,INR,N,"4,000.00 ",Seller,54.00,2
 210506007,06/05/2021,May,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,10000000 ,74.52000 ,,30/06/2021,INR,N,<Default Format>,Seller,55.00,2
 210506008,06/05/2021,May,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,25000000 ,73.90500 ,,10/05/2021,INR,N,<Default Format>,Seller,4.00,0
 210506009,06/05/2021,May,CANARA BANK-MUMBAI,USD,25000000 ,74.90500 ,LONG SWAP,10/08/2021,INR,N,"7,500.00 ",Seller,96.00,3
 210506010,06/05/2021,May,SUMITOMO MITSUI BANKING COPRORATION-NEW DELHI,USD,20000000 ,73.86000 ,LONG SWAP,10/05/2021,INR,N,"9,000.00 ",Seller,4.00,0
 210506011,06/05/2021,May,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,20000000 ,74.44500 ,,30/06/2021,INR,N,<Default Format>,Seller,55.00,2
 210506012,06/05/2021,May,INDUSIND BANK-MUMBAI,USD,10000000 ,73.84000 ,LONG SWAP,10/05/2021,INR,N,"5,000.00 ",Seller,4.00,0
 210506013,06/05/2021,May,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,10000000 ,75.04000 ,,31/08/2021,INR,N,<Default Format>,Seller,117.00,4
 210506014,06/05/2021,May,INDIAN BANK-MUMBAI,USD,10000000 ,74.05500 ,LONG SWAP,28/05/2021,INR,N,"4,000.00 ",Seller,22.00,1
 210506015,06/05/2021,May,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,10000000 ,74.40500 ,,30/06/2021,INR,N,<Default Format>,Seller,55.00,2
 210506016,06/05/2021,May,STATE BANK OF INDIA-MUMBAI,USD,25000000 ,73.86500 ,LONG SWAP,10/05/2021,INR,N,"11,250.00 ",Seller,4.00,0
 210506017,06/05/2021,May,CITIBANK-MUMBAI,USD,25000000 ,74.44000 ,,30/06/2021,INR,N,<Default Format>,Seller,55.00,2
 210506018,06/05/2021,May,SUMITOMO MITSUI BANKING COPRORATION-NEW DELHI,USD,10000000 ,73.86000 ,LONG SWAP,10/05/2021,INR,Y,"4,500.00 ",Seller,4.00,0
 210506019,06/05/2021,May,STATE BANK OF INDIA-MUMBAI,USD,10000000 ,75.06000 ,LONG SWAP,31/08/2021,INR,Y,"4,500.00 ",Seller,117.00,4
 210507001,07/05/2021,May,UNION BANK OF INDIA-MUMBAI,USD,50000000 ,73.63000 ,SHORT SWAP,07/05/2021,INR,Y,"2,500.00 ",Seller,0.00,0
 210507002,07/05/2021,May,CANARA BANK-MUMBAI,USD,50000000 ,73.65750 ,SHORT SWAP,10/05/2021,INR,Y,"3,750.00 ",Seller,3.00,0
 210507003,07/05/2021,May,UNION BANK OF INDIA-MUMBAI,USD,50000000 ,73.63000 ,SHORT SWAP,07/05/2021,INR,Y,"2,500.00 ",Seller,0.00,0
 210507004,07/05/2021,May,CANARA BANK-MUMBAI,USD,50000000 ,73.65700 ,SHORT SWAP,10/05/2021,INR,Y,"3,750.00 ",Seller,3.00,0
 210507005,07/05/2021,May,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,15000000 ,73.68000 ,,11/05/2021,INR,N,<Default Format>,Seller,4.00,0
 210507006,07/05/2021,May,INDIAN BANK-MUMBAI,USD,15000000 ,74.83500 ,LONG SWAP,31/08/2021,INR,N,"6,000.00 ",Seller,116.00,4
 210507007,07/05/2021,May,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,10000000 ,73.68000 ,,11/05/2021,INR,N,<Default Format>,Seller,4.00,0
 210507008,07/05/2021,May,INDIAN BANK-MUMBAI,USD,10000000 ,74.83500 ,LONG SWAP,31/08/2021,INR,N,"4,000.00 ",Seller,116.00,4
 210507009,07/05/2021,May,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,35000000 ,73.68000 ,,11/05/2021,INR,N,<Default Format>,Seller,4.00,0
 210507010,07/05/2021,May,STANDARD CHARTERED BANK-MUMBAI,USD,35000000 ,74.82500 ,LONG SWAP,31/08/2021,INR,N,"17,500.00 ",Seller,116.00,4
 210507011,07/05/2021,May,INDIAN BANK-MUMBAI,USD,15000000 ,73.68000 ,LONG SWAP,11/05/2021,INR,Y,"6,000.00 ",Seller,4.00,0
 210507012,07/05/2021,May,STANDARD CHARTERED BANK-MUMBAI,USD,15000000 ,74.82500 ,LONG SWAP,31/08/2021,INR,Y,"7,500.00 ",Seller,116.00,4
 210507013,07/05/2021,May,INDIAN BANK-MUMBAI,USD,10000000 ,73.68000 ,LONG SWAP,11/05/2021,INR,Y,"4,000.00 ",Seller,4.00,0
 210507014,07/05/2021,May,STANDARD CHARTERED BANK-MUMBAI,USD,10000000 ,74.82500 ,LONG SWAP,31/08/2021,INR,Y,"5,000.00 ",Seller,116.00,4
 210507015,07/05/2021,May,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,15000000 ,73.64000 ,,11/05/2021,INR,N,<Default Format>,Seller,4.00,0
 210507018,07/05/2021,May,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,15000000 ,73.67000 ,,11/05/2021,INR,N,<Default Format>,Seller,4.00,0
 210507019,07/05/2021,May,STANDARD CHARTERED BANK-MUMBAI,USD,15000000 ,74.78500 ,LONG SWAP,31/08/2021,INR,N,"7,500.00 ",Seller,116.00,4
 210507021,07/05/2021,May,INDIAN BANK-MUMBAI,USD,15000000 ,75.50000 ,LONG SWAP,12/11/2021,INR,N,"6,000.00 ",Seller,189.00,6
 210510001,10/05/2021,May,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,20000000 ,73.41500 ,,12/05/2021,INR,N,<Default Format>,Seller,2.00,0
 210510002,10/05/2021,May,BANK OF INDIA-MUMBAI,USD,20000000 ,74.62500 ,LONG SWAP,31/08/2021,INR,N,"9,000.00 ",Seller,113.00,4
 210510003,10/05/2021,May,CANARA BANK-MUMBAI,USD,10000000 ,73.40000 ,LONG SWAP,12/05/2021,INR,N,"3,000.00 ",Seller,2.00,0
 210510004,10/05/2021,May,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,10000000 ,74.29000 ,,30/07/2021,INR,N,<Default Format>,Seller,81.00,3
 210510005,10/05/2021,May,HDFC BANK LTD.-MUMBAI,USD,25000000 ,73.40000 ,LONG SWAP,12/05/2021,INR,N,"9,375.00 ",Seller,2.00,0
 210510006,10/05/2021,May,ICICI BANK LIMITED.-MUMBAI,USD,25000000 ,74.29500 ,,30/07/2021,INR,N,<Default Format>,Seller,81.00,3
 210510007,10/05/2021,May,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,100000000 ,76.42000 ,,28/02/2022,INR,N,<Default Format>,Seller,294.00,10
 210510008,10/05/2021,May,STATE BANK OF INDIA-MUMBAI,USD,100000000 ,76.71250 ,LONG SWAP,31/03/2022,INR,N,"45,000.00 ",Seller,325.00,11
 210510009,10/05/2021,May,CREDIT SUISSE AG-MUMBAI,USD,50000000 ,73.37000 ,SHORT SWAP,11/05/2021,INR,Y,"5,000.00 ",Seller,1.00,0
 210510010,10/05/2021,May,CANARA BANK-MUMBAI,USD,50000000 ,73.38000 ,SHORT SWAP,12/05/2021,INR,Y,"3,750.00 ",Seller,2.00,0
