Cont. No,Deal Date ,Date,Counterpart,Curr,Amount,Price,Type,Settlement Date, Curr,,Brokg. ,Trader Type,Maturity- Days,Maturity Months
 210817006,17/08/2021,Aug,BANK OF INDIA-MUMBAI,USD,10000000 ,74.59750 ,LONG SWAP,30/09/2021,INR,Y,"2,500.00 ",Seller,44.00,1
 210817007,17/08/2021,Aug,BANK OF BARODA-MUMBAI,USD,15000000 ,74.84000 ,LONG SWAP,29/10/2021,INR,N,"5,625.00 ",Seller,73.00,2
 210817008,17/08/2021,Aug,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,15000000 ,75.59750 ,,31/01/2022,INR,N,<Default Format>,Seller,167.00,6
 210817009,17/08/2021,Aug,PUNJAB NATIONAL BANK-MUMBAI,USD,50000000 ,74.31000 ,LONG SWAP,20/08/2021,INR,N,"22,500.00 ",Seller,3.00,0
 210817010,17/08/2021,Aug,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,50000000 ,76.43500 ,,29/04/2022,INR,N,<Default Format>,Seller,255.00,9
 210817011,17/08/2021,Aug,PUNJAB NATIONAL BANK-MUMBAI,USD,30000000 ,74.35000 ,LONG SWAP,20/08/2021,INR,N,"13,500.00 ",Seller,3.00,0
 210817012,17/08/2021,Aug,BANK OF INDIA-MUMBAI,USD,30000000 ,76.47000 ,,29/04/2022,INR,N,<Default Format>,Seller,255.00,9
 210818001,18/08/2021,Aug,AXIS BANK LTD.-MUMBAI,USD,100000000 ,74.27000 ,SHORT SWAP,20/08/2021,INR,Y,"7,500.00 ",Seller,2.00,0
 210818002,18/08/2021,Aug,HDFC BANK LTD.-MUMBAI,USD,100000000 ,74.29100 ,SHORT SWAP,23/08/2021,INR,Y,"5,000.00 ",Seller,5.00,0
 210818003,18/08/2021,Aug,CREDIT SUISSE AG-MUMBAI,USD,200000000 ,74.27000 ,SHORT SWAP,20/08/2021,INR,Y,"20,000.00 ",Seller,2.00,0
 210818004,18/08/2021,Aug,DEUTSCHE BANK-MUMBAI,USD,200000000 ,74.29070 ,SHORT SWAP,23/08/2021,INR,Y,"15,000.00 ",Seller,5.00,0
 210818005,18/08/2021,Aug,BANK OF BARODA-MUMBAI,USD,5000000 ,74.29000 ,LONG SWAP,23/08/2021,INR,Y,"1,875.00 ",Seller,5.00,0
 210818006,18/08/2021,Aug,STANDARD CHARTERED BANK-MUMBAI,USD,5000000 ,75.62750 ,LONG SWAP,09/02/2022,INR,Y,"2,500.00 ",Seller,175.00,6
 210818007,18/08/2021,Aug,PUNJAB NATIONAL BANK-MUMBAI,USD,20000000 ,74.29000 ,LONG SWAP,23/08/2021,INR,Y,"9,000.00 ",Seller,5.00,0
 210818008,18/08/2021,Aug,JPMORGAN CHASE BANKN.A-MUMBAI,USD,20000000 ,76.39000 ,LONG SWAP,29/04/2022,INR,Y,"8,500.00 ",Seller,254.00,8
 210818009,18/08/2021,Aug,STATE BANK OF INDIA-MUMBAI,USD,25000000 ,74.29000 ,LONG SWAP,23/08/2021,INR,Y,"11,250.00 ",Seller,5.00,0
 210818010,18/08/2021,Aug,UNION BANK OF INDIA-MUMBAI,USD,25000000 ,74.34350 ,LONG SWAP,31/08/2021,INR,Y,"6,250.00 ",Seller,13.00,0
 210818011,18/08/2021,Aug,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,10000000 ,74.26000 ,,23/08/2021,INR,N,<Default Format>,Seller,5.00,0
 210818012,18/08/2021,Aug,CREDIT SUISSE AG-MUMBAI,USD,10000000 ,74.29000 ,OUTRIGHT,23/08/2021,INR,N,"9,000.00 ",Seller,5.00,0
 210818013,18/08/2021,Aug,HDFC BANK LTD.-MUMBAI,USD,10000000 ,74.29100 ,SHORT SWAP,23/08/2021,INR,Y,500.00 ,Seller,5.00,0
 210818014,18/08/2021,Aug,INDIAN BANK-MUMBAI,USD,10000000 ,76.83100 ,LONG SWAP,23/06/2022,INR,N,"4,000.00 ",Seller,309.00,10
 210818015,18/08/2021,Aug,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,10000000 ,74.27000 ,,20/08/2021,INR,N,<Default Format>,Seller,2.00,0
 210818016,18/08/2021,Aug,INDIAN BANK-MUMBAI,USD,10000000 ,74.28500 ,,23/08/2021,INR,N,<Default Format>,Seller,5.00,0
 210818017,18/08/2021,Aug,PUNJAB NATIONAL BANK-MUMBAI,USD,10000000 ,77.19900 ,LONG SWAP,29/07/2022,INR,N,"4,500.00 ",Seller,345.00,12
 210818018,18/08/2021,Aug,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,10000000 ,74.28000 ,,23/08/2021,INR,N,<Default Format>,Seller,5.00,0
 210818019,18/08/2021,Aug,PUNJAB NATIONAL BANK-MUMBAI,USD,10000000 ,74.31000 ,LONG SWAP,23/08/2021,INR,Y,"4,500.00 ",Seller,5.00,0
 210818020,18/08/2021,Aug,INDIAN BANK-MUMBAI,USD,10000000 ,76.85000 ,LONG SWAP,23/06/2022,INR,N,"4,000.00 ",Seller,309.00,10
 210818021,18/08/2021,Aug,INDIAN BANK-MUMBAI,USD,10000000 ,77.22000 ,LONG SWAP,29/07/2022,INR,Y,"4,000.00 ",Seller,345.00,12
 210820001,20/08/2021,Aug,STANDARD CHARTERED BANK-MUMBAI,USD,100000000 ,74.43000 ,SHORT SWAP,20/08/2021,INR,Y,"7,500.00 ",Seller,0.00,0
 210820002,20/08/2021,Aug,YES BANK LIMITED-MUMBAI,USD,100000000 ,74.45050 ,SHORT SWAP,23/08/2021,INR,Y,"12,500.00 ",Seller,3.00,0
 210820003,20/08/2021,Aug,HDFC BANK LTD.-MUMBAI,USD,25000000 ,74.41250 ,LONG SWAP,24/08/2021,INR,N,"9,375.00 ",Seller,4.00,0
 210820004,20/08/2021,Aug,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,25000000 ,76.50250 ,,29/04/2022,INR,N,<Default Format>,Seller,252.00,8
 210820005,20/08/2021,Aug,CREDIT SUISSE AG-MUMBAI,USD,100000000 ,74.42000 ,SHORT SWAP,23/08/2021,INR,N,"10,000.00 ",Seller,3.00,0
 210820006,20/08/2021,Aug,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,100000000 ,74.42700 ,,24/08/2021,INR,N,<Default Format>,Seller,4.00,0
 210820007,20/08/2021,Aug,CREDIT SUISSE AG-MUMBAI,USD,50000000 ,74.42000 ,SHORT SWAP,23/08/2021,INR,N,"5,000.00 ",Seller,3.00,0
 210820008,20/08/2021,Aug,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,50000000 ,74.42700 ,,24/08/2021,INR,N,<Default Format>,Seller,4.00,0
 210820009,20/08/2021,Aug,STATE BANK OF INDIA-MUMBAI,USD,25000000 ,74.42500 ,LONG SWAP,24/08/2021,INR,N,"11,250.00 ",Seller,4.00,0
 210820010,20/08/2021,Aug,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,25000000 ,76.16000 ,,31/03/2022,INR,N,<Default Format>,Seller,223.00,7
 210823001,23/08/2021,Aug,AXIS BANK LTD.-MUMBAI,USD,75000000 ,74.29000 ,SHORT SWAP,24/08/2021,INR,Y,"5,625.00 ",Seller,1.00,0
 210823002,23/08/2021,Aug,MUFG BANK LIMITED-MUMBAI,USD,75000000 ,74.29680 ,SHORT SWAP,25/08/2021,INR,Y,"7,500.00 ",Seller,2.00,0
 210823003,23/08/2021,Aug,CREDIT SUISSE AG-MUMBAI,USD,100000000 ,74.27000 ,SHORT SWAP,24/08/2021,INR,N,"10,000.00 ",Seller,1.00,0
 210823004,23/08/2021,Aug,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,100000000 ,74.27680 ,,25/08/2021,INR,N,<Default Format>,Seller,2.00,0
 210823005,23/08/2021,Aug,STATE BANK OF INDIA-MUMBAI,USD,25000000 ,74.28000 ,LONG SWAP,25/08/2021,INR,Y,"11,250.00 ",Seller,2.00,0
 210823006,23/08/2021,Aug,BANK OF BARODA-MUMBAI,USD,25000000 ,74.54000 ,LONG SWAP,30/09/2021,INR,Y,"9,375.00 ",Seller,38.00,1
 210823007,23/08/2021,Aug,CREDIT SUISSE AG-MUMBAI,USD,25000000 ,74.28000 ,SHORT SWAP,25/08/2021,INR,N,"2,500.00 ",Seller,2.00,0
 210823008,23/08/2021,Aug,HDFC BANK LTD.-MUMBAI,USD,25000000 ,74.32150 ,LONG SWAP,31/08/2021,INR,Y,"9,375.00 ",Seller,8.00,0
 210823009,23/08/2021,Aug,BANK OF BARODA-MUMBAI,USD,25000000 ,74.54000 ,,30/09/2021,INR,N,<Default Format>,Seller,38.00,1
 210823010,23/08/2021,Aug,SUMITOMO MITSUI BANKING COPRORATION-NEW DELHI,USD,20000000 ,74.24500 ,LONG SWAP,25/08/2021,INR,N,"9,000.00 ",Seller,2.00,0
 210823011,23/08/2021,Aug,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,20000000 ,74.50500 ,,30/09/2021,INR,N,<Default Format>,Seller,38.00,1
 210824001,24/08/2021,Aug,YES BANK LIMITED-MUMBAI,USD,2000000 ,74.11000 ,LONG SWAP,26/08/2021,INR,Y,"1,000.00 ",Seller,2.00,0
 210824002,24/08/2021,Aug,FEDERAL BANK-MUMBAI,USD,2000000 ,74.59000 ,LONG SWAP,29/10/2021,INR,Y,"1,250.00 ",Seller,66.00,2
 210824003,24/08/2021,Aug,YES BANK LIMITED-MUMBAI,USD,1000000 ,74.11000 ,LONG SWAP,26/08/2021,INR,Y,500.00 ,Seller,2.00,0
 210824004,24/08/2021,Aug,FEDERAL BANK-MUMBAI,USD,1000000 ,76.21000 ,LONG SWAP,29/04/2022,INR,Y,625.00 ,Seller,248.00,8
 210824005,24/08/2021,Aug,YES BANK LIMITED-MUMBAI,USD,3000000 ,74.11000 ,LONG SWAP,26/08/2021,INR,Y,"1,500.00 ",Seller,2.00,0
 210824006,24/08/2021,Aug,FEDERAL BANK-MUMBAI,USD,3000000 ,74.83500 ,LONG SWAP,30/11/2021,INR,Y,"1,875.00 ",Seller,98.00,3
 210824007,24/08/2021,Aug,BANK OF INDIA-MUMBAI,USD,10000000 ,74.12000 ,LONG SWAP,26/08/2021,INR,N,"4,500.00 ",Seller,2.00,0
 210824008,24/08/2021,Aug,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,10000000 ,74.15500 ,,31/08/2021,INR,N,<Default Format>,Seller,7.00,0
 210824009,24/08/2021,Aug,INDIAN BANK-MUMBAI,USD,10000000 ,76.51250 ,LONG SWAP,31/05/2022,INR,Y,"4,000.00 ",Seller,280.00,9
 210824010,24/08/2021,Aug,HDFC BANK LTD.-MUMBAI,USD,25000000 ,74.13000 ,LONG SWAP,26/08/2021,INR,Y,"9,375.00 ",Seller,2.00,0
 210824011,24/08/2021,Aug,BANK OF INDIA-MUMBAI,USD,25000000 ,75.60000 ,LONG SWAP,28/02/2022,INR,Y,"11,250.00 ",Seller,188.00,6
 210824012,24/08/2021,Aug,YES BANK LIMITED-MUMBAI,USD,25000000 ,74.14000 ,LONG SWAP,26/08/2021,INR,Y,"12,500.00 ",Seller,2.00,0
 210824013,24/08/2021,Aug,JPMORGAN CHASE BANKN.A-MUMBAI,USD,25000000 ,77.07500 ,LONG SWAP,29/07/2022,INR,Y,"10,625.00 ",Seller,339.00,11
 210824014,24/08/2021,Aug,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,25000000 ,74.14000 ,,26/08/2021,INR,N,<Default Format>,Seller,2.00,0
 210824015,24/08/2021,Aug,STATE BANK OF INDIA-MUMBAI,USD,25000000 ,76.24500 ,LONG SWAP,29/04/2022,INR,N,"11,250.00 ",Seller,248.00,8
 210824016,24/08/2021,Aug,PUNJAB NATIONAL BANK-MUMBAI,USD,25000000 ,74.14000 ,LONG SWAP,26/08/2021,INR,N,"11,250.00 ",Seller,2.00,0
 210824017,24/08/2021,Aug,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,25000000 ,77.07500 ,,29/07/2022,INR,N,<Default Format>,Seller,339.00,11
 210824018,24/08/2021,Aug,INDIAN BANK-MUMBAI,USD,50000000 ,74.15000 ,LONG SWAP,26/08/2021,INR,Y,"20,000.00 ",Seller,2.00,0
 210824019,24/08/2021,Aug,JPMORGAN CHASE BANKN.A-MUMBAI,USD,50000000 ,77.08500 ,LONG SWAP,29/07/2022,INR,Y,"21,250.00 ",Seller,339.00,11
 210824020,24/08/2021,Aug,INDIAN BANK-MUMBAI,USD,10000000 ,74.15500 ,LONG SWAP,26/08/2021,INR,N,"4,000.00 ",Seller,2.00,0
 210824021,24/08/2021,Aug,UCO BANK-MUMBAI,USD,10000000 ,77.09000 ,,29/07/2022,INR,N,<Default Format>,Seller,339.00,11
 210824022,24/08/2021,Aug,INDIAN BANK-MUMBAI,USD,50000000 ,74.16000 ,LONG SWAP,26/08/2021,INR,Y,"20,000.00 ",Seller,2.00,0
 210824023,24/08/2021,Aug,JPMORGAN CHASE BANKN.A-MUMBAI,USD,50000000 ,77.09500 ,LONG SWAP,29/07/2022,INR,Y,"21,250.00 ",Seller,339.00,11
 210824024,24/08/2021,Aug,CREDIT SUISSE AG-MUMBAI,USD,200000000 ,74.16000 ,SHORT SWAP,26/08/2021,INR,Y,"20,000.00 ",Seller,2.00,0
 210824025,24/08/2021,Aug,JPMORGAN CHASE BANKN.A-MUMBAI,USD,200000000 ,74.16680 ,SHORT SWAP,27/08/2021,INR,Y,"10,000.00 ",Seller,3.00,0
 210824026,24/08/2021,Aug,INDIAN BANK-MUMBAI,USD,10000000 ,74.19500 ,LONG SWAP,26/08/2021,INR,Y,"4,000.00 ",Seller,2.00,0
 210824027,24/08/2021,Aug,JPMORGAN CHASE BANKN.A-MUMBAI,USD,10000000 ,77.12750 ,LONG SWAP,29/07/2022,INR,Y,"4,250.00 ",Seller,339.00,11
 210824028,24/08/2021,Aug,INDIAN BANK-MUMBAI,USD,25000000 ,74.19000 ,LONG SWAP,26/08/2021,INR,Y,"10,000.00 ",Seller,2.00,0
 210824029,24/08/2021,Aug,JPMORGAN CHASE BANKN.A-MUMBAI,USD,25000000 ,77.12250 ,LONG SWAP,29/07/2022,INR,Y,"10,625.00 ",Seller,339.00,11
 210824030,24/08/2021,Aug,INDIAN BANK-MUMBAI,USD,10000000 ,74.19000 ,LONG SWAP,26/08/2021,INR,Y,"4,000.00 ",Seller,2.00,0
 210824031,24/08/2021,Aug,JPMORGAN CHASE BANKN.A-MUMBAI,USD,10000000 ,77.12250 ,LONG SWAP,29/07/2022,INR,Y,"4,250.00 ",Seller,339.00,11
 210824032,24/08/2021,Aug,INDIAN BANK-MUMBAI,USD,25000000 ,74.19000 ,LONG SWAP,26/08/2021,INR,N,"10,000.00 ",Seller,2.00,0
 210824033,24/08/2021,Aug,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,25000000 ,77.12250 ,,29/07/2022,INR,N,<Default Format>,Seller,339.00,11
 210825001,25/08/2021,Aug,BANK OF INDIA-MUMBAI,USD,15000000 ,74.23000 ,LONG SWAP,27/08/2021,INR,Y,"6,750.00 ",Seller,2.00,0
 210825002,25/08/2021,Aug,AXIS BANK LTD.-MUMBAI,USD,15000000 ,76.33000 ,LONG SWAP,29/04/2022,INR,Y,"7,500.00 ",Seller,247.00,8
 210825003,25/08/2021,Aug,PUNJAB NATIONAL BANK-MUMBAI,USD,25000000 ,74.28000 ,LONG SWAP,27/08/2021,INR,Y,"11,250.00 ",Seller,2.00,0
 210825004,25/08/2021,Aug,STATE BANK OF INDIA-MUMBAI,USD,25000000 ,77.21500 ,LONG SWAP,29/07/2022,INR,Y,"11,250.00 ",Seller,338.00,11
 210825005,25/08/2021,Aug,CREDIT SUISSE AG-MUMBAI,USD,300000000 ,74.27000 ,SHORT SWAP,27/08/2021,INR,Y,"30,000.00 ",Seller,2.00,0
 210825006,25/08/2021,Aug,JPMORGAN CHASE BANKN.A-MUMBAI,USD,300000000 ,74.28980 ,SHORT SWAP,30/08/2021,INR,Y,"15,000.00 ",Seller,5.00,0
 210825007,25/08/2021,Aug,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,10000000 ,74.25000 ,,27/08/2021,INR,N,<Default Format>,Seller,2.00,0
 210825008,25/08/2021,Aug,UNION BANK OF INDIA-MUMBAI,USD,10000000 ,75.70500 ,LONG SWAP,28/02/2022,INR,N,"3,500.00 ",Seller,187.00,6
 210825009,25/08/2021,Aug,YES BANK LIMITED-MUMBAI,USD,10000000 ,74.24000 ,OUTRIGHT,27/08/2021,INR,Y,"10,000.00 ",Seller,2.00,0
 210825010,25/08/2021,Aug,SOUTH INDIAN BANK-MUMBAI,USD,10000000 ,77.17500 ,LONG SWAP,29/07/2022,INR,Y,"4,500.00 ",Seller,338.00,11
 210825011,25/08/2021,Aug,INDIAN BANK-MUMBAI,USD,10000000 ,74.26500 ,LONG SWAP,27/08/2021,INR,Y,"4,000.00 ",Seller,2.00,0
 210825012,25/08/2021,Aug,SOUTH INDIAN BANK-MUMBAI,USD,10000000 ,74.24500 ,LONG SWAP,27/08/2021,INR,N,"4,500.00 ",Seller,2.00,0
 210825013,25/08/2021,Aug,INDIAN BANK-MUMBAI,USD,10000000 ,77.17650 ,,29/07/2022,INR,N,<Default Format>,Seller,338.00,11
 210826001,26/08/2021,Aug,IDBI BANK LTD.-MUMBAI,USD,25000000 ,74.24000 ,,30/08/2021,INR,N,<Default Format>,Seller,4.00,0
 210826002,26/08/2021,Aug,JPMORGAN CHASE BANKN.A-MUMBAI,USD,25000000 ,76.33500 ,LONG SWAP,29/04/2022,INR,N,"10,625.00 ",Seller,246.00,8
 210826003,26/08/2021,Aug,PUNJAB NATIONAL BANK-MUMBAI,USD,25000000 ,74.23750 ,LONG SWAP,30/08/2021,INR,N,"11,250.00 ",Seller,4.00,0
 210826004,26/08/2021,Aug,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,25000000 ,76.33250 ,,29/04/2022,INR,N,<Default Format>,Seller,246.00,8
 210826005,26/08/2021,Aug,IDBI BANK LTD.-MUMBAI,USD,10000000 ,74.23500 ,,30/08/2021,INR,N,<Default Format>,Seller,4.00,0
 210826006,26/08/2021,Aug,INDIAN BANK-MUMBAI,USD,10000000 ,75.17500 ,LONG SWAP,31/12/2021,INR,N,"4,000.00 ",Seller,127.00,4
 210826007,26/08/2021,Aug,UNION BANK OF INDIA-MUMBAI,USD,10000000 ,74.23500 ,OUTRIGHT,30/08/2021,INR,Y,"7,500.00 ",Seller,4.00,0
 210826008,26/08/2021,Aug,CREDIT SUISSE AG-MUMBAI,USD,300000000 ,74.23000 ,SHORT SWAP,30/08/2021,INR,Y,"30,000.00 ",Seller,4.00,0
 210826009,26/08/2021,Aug,JPMORGAN CHASE BANKN.A-MUMBAI,USD,300000000 ,74.23650 ,SHORT SWAP,31/08/2021,INR,Y,"15,000.00 ",Seller,5.00,0
 210826010,26/08/2021,Aug,UCO BANK-MUMBAI,USD,20000000 ,74.23000 ,,30/08/2021,INR,N,<Default Format>,Seller,4.00,0
 210826011,26/08/2021,Aug,JPMORGAN CHASE BANKN.A-MUMBAI,USD,20000000 ,76.32250 ,LONG SWAP,29/04/2022,INR,N,"8,500.00 ",Seller,246.00,8
 210826012,26/08/2021,Aug,INDIAN BANK-MUMBAI,USD,10000000 ,74.23500 ,,30/08/2021,INR,N,<Default Format>,Seller,4.00,0
 210826013,26/08/2021,Aug,JPMORGAN CHASE BANKN.A-MUMBAI,USD,10000000 ,75.16500 ,LONG SWAP,31/12/2021,INR,N,"4,250.00 ",Seller,127.00,4
 210826014,26/08/2021,Aug,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,25000000 ,74.23000 ,,30/08/2021,INR,N,<Default Format>,Seller,4.00,0
 210826015,26/08/2021,Aug,BANK OF BARODA-MUMBAI,USD,25000000 ,74.67100 ,LONG SWAP,29/10/2021,INR,N,"9,375.00 ",Seller,64.00,2
 210827001,27/08/2021,Aug,STATE BANK OF INDIA-MUMBAI,USD,50000000 ,74.58500 ,LONG SWAP,29/10/2021,INR,Y,"22,500.00 ",Seller,63.00,2
 210827002,27/08/2021,Aug,BANK OF INDIA-MUMBAI,USD,50000000 ,75.33500 ,LONG SWAP,31/01/2022,INR,Y,"18,750.00 ",Seller,157.00,5
 210827003,27/08/2021,Aug,UNION BANK OF INDIA-MUMBAI,USD,5000000 ,74.10750 ,OUTRIGHT,31/08/2021,INR,Y,"3,750.00 ",Seller,4.00,0
 210827004,27/08/2021,Aug,INDUSIND BANK-MUMBAI,USD,15000000 ,73.96000 ,LONG SWAP,31/08/2021,INR,N,"7,500.00 ",Seller,4.00,0
 210827005,27/08/2021,Aug,BANK OF AMERICA-MUMBAI,USD,15000000 ,76.31750 ,,31/05/2022,INR,N,<Default Format>,Seller,277.00,9
 210827006,27/08/2021,Aug,INDIAN BANK-MUMBAI,USD,5000000 ,73.91000 ,LONG SWAP,31/08/2021,INR,N,"2,000.00 ",Seller,4.00,0
 210827007,27/08/2021,Aug,UNION BANK OF INDIA-MUMBAI,USD,5000000 ,73.91250 ,OUTRIGHT,31/08/2021,INR,Y,"3,750.00 ",Seller,4.00,0
 210827008,27/08/2021,Aug,INDIAN OVERSEAS BANK-CHENNAI,USD,5000000 ,74.46500 ,,12/11/2021,INR,N,<Default Format>,Seller,77.00,3
 210830001,30/08/2021,Aug,PUNJAB NATIONAL BANK-MUMBAI,USD,20000000 ,73.52000 ,LONG SWAP,01/09/2021,INR,Y,"9,000.00 ",Seller,2.00,0
 210830002,30/08/2021,Aug,BANK OF INDIA-MUMBAI,USD,20000000 ,74.87500 ,LONG SWAP,28/02/2022,INR,Y,"9,000.00 ",Seller,182.00,6
 210830003,30/08/2021,Aug,SOUTH INDIAN BANK-MUMBAI,USD,2000000 ,73.49000 ,LONG SWAP,01/09/2021,INR,Y,900.00 ,Seller,2.00,0
 210830004,30/08/2021,Aug,FEDERAL BANK-MUMBAI,USD,2000000 ,73.90000 ,LONG SWAP,29/10/2021,INR,Y,"1,250.00 ",Seller,60.00,2
 210830005,30/08/2021,Aug,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,5000000 ,73.49250 ,,31/08/2021,INR,N,<Default Format>,Seller,1.00,0
 210830006,30/08/2021,Aug,FEDERAL BANK-MUMBAI,USD,5000000 ,73.90900 ,LONG SWAP,29/10/2021,INR,N,"3,125.00 ",Seller,60.00,2
 210831001,31/08/2021,Aug,HDFC BANK LTD.-MUMBAI,USD,5000000 ,73.25000 ,OUTRIGHT,02/09/2021,INR,Y,"4,000.00 ",Seller,2.00,0
 210831002,31/08/2021,Aug,STATE BANK OF INDIA-MUMBAI,USD,5000000 ,73.16750 ,OUTRIGHT,02/09/2021,INR,Y,"4,500.00 ",Seller,2.00,0
 210831003,31/08/2021,Aug,HDFC BANK LTD.-MUMBAI,USD,20000000 ,73.16500 ,LONG SWAP,02/09/2021,INR,Y,"7,500.00 ",Seller,2.00,0
 210831004,31/08/2021,Aug,STANDARD CHARTERED BANK-MUMBAI,USD,20000000 ,73.57250 ,LONG SWAP,29/10/2021,INR,Y,"10,000.00 ",Seller,59.00,2
 210831005,31/08/2021,Aug,HDFC BANK LTD.-MUMBAI,USD,5000000 ,73.16500 ,LONG SWAP,02/09/2021,INR,Y,"1,875.00 ",Seller,2.00,0
 210831006,31/08/2021,Aug,BANK OF BARODA-MUMBAI,USD,5000000 ,73.57250 ,LONG SWAP,29/10/2021,INR,Y,"1,875.00 ",Seller,59.00,2
 210831007,31/08/2021,Aug,STANDARD CHARTERED BANK-MUMBAI,USD,10000000 ,73.16100 ,LONG SWAP,01/09/2021,INR,Y,"5,000.00 ",Seller,1.00,0
 210831008,31/08/2021,Aug,STANDARD CHARTERED BANK-MUMBAI,USD,10000000 ,73.15950 ,LONG SWAP,01/09/2021,INR,Y,"5,000.00 ",Seller,1.00,0
 210831009,31/08/2021,Aug,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,10000000 ,73.16500 ,,02/09/2021,INR,N,<Default Format>,Seller,2.00,0
 210831010,31/08/2021,Aug,INDIAN BANK-MUMBAI,USD,10000000 ,73.16650 ,SHORT SWAP,02/09/2021,INR,Y,"1,500.00 ",Seller,2.00,0
 210831011,31/08/2021,Aug,BANK OF BARODA-MUMBAI,USD,10000000 ,73.57250 ,LONG SWAP,29/10/2021,INR,Y,"3,750.00 ",Seller,59.00,2
 210831012,31/08/2021,Aug,BANK OF BARODA-MUMBAI,USD,10000000 ,73.57400 ,LONG SWAP,29/10/2021,INR,Y,"3,750.00 ",Seller,59.00,2
 210831013,31/08/2021,Aug,STANDARD CHARTERED BANK-MUMBAI,USD,10000000 ,73.16660 ,LONG SWAP,01/09/2021,INR,Y,"5,000.00 ",Seller,1.00,0
 210831014,31/08/2021,Aug,STANDARD CHARTERED BANK-MUMBAI,USD,10000000 ,73.16410 ,LONG SWAP,01/09/2021,INR,Y,"5,000.00 ",Seller,1.00,0
 210831015,31/08/2021,Aug,STANDARD CHARTERED BANK-MUMBAI,USD,10000000 ,73.16730 ,SHORT SWAP,01/09/2021,INR,Y,750.00 ,Seller,1.00,0
 210831016,31/08/2021,Aug,STANDARD CHARTERED BANK-MUMBAI,USD,10000000 ,73.16800 ,SHORT SWAP,01/09/2021,INR,Y,750.00 ,Seller,1.00,0
 210831017,31/08/2021,Aug,INDIAN BANK-MUMBAI,USD,10000000 ,73.17500 ,SHORT SWAP,02/09/2021,INR,N,"1,500.00 ",Seller,2.00,0
 210831018,31/08/2021,Aug,INDIAN BANK-MUMBAI,USD,10000000 ,73.16850 ,SHORT SWAP,02/09/2021,INR,N,"1,500.00 ",Seller,2.00,0
 210831019,31/08/2021,Aug,INDIAN BANK-MUMBAI,USD,10000000 ,73.17100 ,SHORT SWAP,02/09/2021,INR,N,"1,500.00 ",Seller,2.00,0
 210831020,31/08/2021,Aug,FEDERAL BANK-MUMBAI,USD,10000000 ,73.17390 ,SHORT SWAP,02/09/2021,INR,Y,"2,500.00 ",Seller,2.00,0
 210831021,31/08/2021,Aug,FEDERAL BANK-MUMBAI,USD,10000000 ,73.17460 ,SHORT SWAP,02/09/2021,INR,Y,"2,500.00 ",Seller,2.00,0
 210831022,31/08/2021,Aug,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,10000000 ,73.57250 ,,29/10/2021,INR,N,<Default Format>,Seller,59.00,2
 210831023,31/08/2021,Aug,CREDIT AGRICOLE C.I.B.-MUMBAI,USD,10000000 ,73.57500 ,,29/10/2021,INR,N,<Default Format>,Seller,59.00,2
 210831024,31/08/2021,Aug,HDFC BANK LTD.-MUMBAI,USD,20000000 ,73.13000 ,LONG SWAP,02/09/2021,INR,Y,"7,500.00 ",Seller,2.00,0
 210831025,31/08/2021,Aug,STANDARD CHARTERED BANK-MUMBAI,USD,20000000 ,73.53250 ,LONG SWAP,29/10/2021,INR,Y,"10,000.00 ",Seller,59.00,2
 210831026,31/08/2021,Aug,MUFG BANK LIMITED-MUMBAI,USD,20000000 ,73.10000 ,LONG SWAP,02/09/2021,INR,Y,"10,000.00 ",Seller,2.00,0
 210831027,31/08/2021,Aug,STANDARD CHARTERED BANK-MUMBAI,USD,20000000 ,73.29400 ,LONG SWAP,30/09/2021,INR,Y,"10,000.00 ",Seller,30.00,1
 210831028,31/08/2021,Aug,HDFC BANK LTD.-MUMBAI,USD,10000000 ,73.02000 ,SHORT SWAP,02/09/2021,INR,Y,500.00 ,Seller,2.00,0
 210831029,31/08/2021,Aug,STATE BANK OF INDIA-MUMBAI,USD,10000000 ,73.01500 ,OUTRIGHT,02/09/2021,INR,N,"9,000.00 ",Seller,2.00,0
 210831030,31/08/2021,Aug,STANDARD CHARTERED BANK-MUMBAI,USD,10000000 ,73.01000 ,LONG SWAP,01/09/2021,INR,Y,"5,000.00 ",Seller,1.00,0
